# 混淆映射表：可疑码位 -> 它看起来像的字符。TSV，四列，UTF-8、LF。
# 列：可疑码位	目标码位	规则 ID	说明
# 空行与 # 开头的行跳过；同一可疑码位只能出现一次。
U+70C0	U+0065	synthetic.bulk	压测条目
U+70C1	U+0066	synthetic.bulk	压测条目
U+70C2	U+0067	synthetic.bulk	压测条目
U+70C3	U+0068	synthetic.bulk	压测条目
U+70C4	U+0069	synthetic.bulk	压测条目
U+70C5	U+006A	synthetic.bulk	压测条目
U+70C6	U+006B	synthetic.bulk	压测条目
U+70C7	U+006C	synthetic.bulk	压测条目
U+70C8	U+006D	synthetic.bulk	压测条目
U+70C9	U+006E	synthetic.bulk	压测条目
U+70CA	U+006F	synthetic.bulk	压测条目
U+70CB	U+0070	synthetic.bulk	压测条目
U+70CC	U+0071	synthetic.bulk	压测条目
U+70CD	U+0072	synthetic.bulk	压测条目
U+70CE	U+0073	synthetic.bulk	压测条目
U+70CF	U+0074	synthetic.bulk	压测条目
U+70D0	U+0075	synthetic.bulk	压测条目
U+70D1	U+0076	synthetic.bulk	压测条目
U+70D2	U+0077	synthetic.bulk	压测条目
U+70D3	U+0078	synthetic.bulk	压测条目
U+70D4	U+0079	synthetic.bulk	压测条目
U+70D5	U+007A	synthetic.bulk	压测条目
U+70D6	U+0030	synthetic.bulk	压测条目
U+70D7	U+0031	synthetic.bulk	压测条目
U+70D8	U+0032	synthetic.bulk	压测条目
U+70D9	U+0033	synthetic.bulk	压测条目
U+70DA	U+0034	synthetic.bulk	压测条目
U+70DB	U+0035	synthetic.bulk	压测条目
U+70DC	U+0036	synthetic.bulk	压测条目
U+70DD	U+0037	synthetic.bulk	压测条目
U+70DE	U+0038	synthetic.bulk	压测条目
U+70DF	U+0039	synthetic.bulk	压测条目
U+70E0	U+0061	synthetic.bulk	压测条目
U+70E1	U+0062	synthetic.bulk	压测条目
U+70E2	U+0063	synthetic.bulk	压测条目
U+70E3	U+0064	synthetic.bulk	压测条目
U+70E4	U+0065	synthetic.bulk	压测条目
U+70E5	U+0066	synthetic.bulk	压测条目
U+70E6	U+0067	synthetic.bulk	压测条目
U+70E7	U+0068	synthetic.bulk	压测条目
U+70E8	U+0069	synthetic.bulk	压测条目
U+70E9	U+006A	synthetic.bulk	压测条目
U+70EA	U+006B	synthetic.bulk	压测条目
U+70EB	U+006C	synthetic.bulk	压测条目
U+70EC	U+006D	synthetic.bulk	压测条目
U+70ED	U+006E	synthetic.bulk	压测条目
U+70EE	U+006F	synthetic.bulk	压测条目
U+70EF	U+0070	synthetic.bulk	压测条目
U+70F0	U+0071	synthetic.bulk	压测条目
U+70F1	U+0072	synthetic.bulk	压测条目
U+70F2	U+0073	synthetic.bulk	压测条目
U+70F3	U+0074	synthetic.bulk	压测条目
U+70F4	U+0075	synthetic.bulk	压测条目
U+70F5	U+0076	synthetic.bulk	压测条目
U+70F6	U+0077	synthetic.bulk	压测条目
U+70F7	U+0078	synthetic.bulk	压测条目
U+70F8	U+0079	synthetic.bulk	压测条目
U+70F9	U+007A	synthetic.bulk	压测条目
U+70FA	U+0030	synthetic.bulk	压测条目
U+70FB	U+0031	synthetic.bulk	压测条目
U+70FC	U+0032	synthetic.bulk	压测条目
U+70FD	U+0033	synthetic.bulk	压测条目
U+70FE	U+0034	synthetic.bulk	压测条目
U+70FF	U+0035	synthetic.bulk	压测条目
U+7100	U+0036	synthetic.bulk	压测条目
U+7101	U+0037	synthetic.bulk	压测条目
U+7102	U+0038	synthetic.bulk	压测条目
U+7103	U+0039	synthetic.bulk	压测条目
U+7104	U+0061	synthetic.bulk	压测条目
U+7105	U+0062	synthetic.bulk	压测条目
U+7106	U+0063	synthetic.bulk	压测条目
U+7107	U+0064	synthetic.bulk	压测条目
U+7108	U+0065	synthetic.bulk	压测条目
U+7109	U+0066	synthetic.bulk	压测条目
U+710A	U+0067	synthetic.bulk	压测条目
U+710B	U+0068	synthetic.bulk	压测条目
U+710C	U+0069	synthetic.bulk	压测条目
U+710D	U+006A	synthetic.bulk	压测条目
U+710E	U+006B	synthetic.bulk	压测条目
U+710F	U+006C	synthetic.bulk	压测条目
U+7110	U+006D	synthetic.bulk	压测条目
U+7111	U+006E	synthetic.bulk	压测条目
U+7112	U+006F	synthetic.bulk	压测条目
U+7113	U+0070	synthetic.bulk	压测条目
U+7114	U+0071	synthetic.bulk	压测条目
U+7115	U+0072	synthetic.bulk	压测条目
U+7116	U+0073	synthetic.bulk	压测条目
U+7117	U+0074	synthetic.bulk	压测条目
U+7118	U+0075	synthetic.bulk	压测条目
U+7119	U+0076	synthetic.bulk	压测条目
U+711A	U+0077	synthetic.bulk	压测条目
U+711B	U+0078	synthetic.bulk	压测条目
U+711C	U+0079	synthetic.bulk	压测条目
U+711D	U+007A	synthetic.bulk	压测条目
U+711E	U+0030	synthetic.bulk	压测条目
U+711F	U+0031	synthetic.bulk	压测条目
U+7120	U+0032	synthetic.bulk	压测条目
U+7121	U+0033	synthetic.bulk	压测条目
U+7122	U+0034	synthetic.bulk	压测条目
U+7123	U+0035	synthetic.bulk	压测条目
U+7124	U+0036	synthetic.bulk	压测条目
U+7125	U+0037	synthetic.bulk	压测条目
U+7126	U+0038	synthetic.bulk	压测条目
U+7127	U+0039	synthetic.bulk	压测条目
U+7128	U+0061	synthetic.bulk	压测条目
U+7129	U+0062	synthetic.bulk	压测条目
U+712A	U+0063	synthetic.bulk	压测条目
U+712B	U+0064	synthetic.bulk	压测条目
U+712C	U+0065	synthetic.bulk	压测条目
U+712D	U+0066	synthetic.bulk	压测条目
U+712E	U+0067	synthetic.bulk	压测条目
U+712F	U+0068	synthetic.bulk	压测条目
U+7130	U+0069	synthetic.bulk	压测条目
U+7131	U+006A	synthetic.bulk	压测条目
U+7132	U+006B	synthetic.bulk	压测条目
U+7133	U+006C	synthetic.bulk	压测条目
U+7134	U+006D	synthetic.bulk	压测条目
U+7135	U+006E	synthetic.bulk	压测条目
U+7136	U+006F	synthetic.bulk	压测条目
U+7137	U+0070	synthetic.bulk	压测条目
U+7138	U+0071	synthetic.bulk	压测条目
U+7139	U+0072	synthetic.bulk	压测条目
U+713A	U+0073	synthetic.bulk	压测条目
U+713B	U+0074	synthetic.bulk	压测条目
U+713C	U+0075	synthetic.bulk	压测条目
U+713D	U+0076	synthetic.bulk	压测条目
U+713E	U+0077	synthetic.bulk	压测条目
U+713F	U+0078	synthetic.bulk	压测条目
U+7140	U+0079	synthetic.bulk	压测条目
U+7141	U+007A	synthetic.bulk	压测条目
U+7142	U+0030	synthetic.bulk	压测条目
U+7143	U+0031	synthetic.bulk	压测条目
U+7144	U+0032	synthetic.bulk	压测条目
U+7145	U+0033	synthetic.bulk	压测条目
U+7146	U+0034	synthetic.bulk	压测条目
U+7147	U+0035	synthetic.bulk	压测条目
U+7148	U+0036	synthetic.bulk	压测条目
U+7149	U+0037	synthetic.bulk	压测条目
U+714A	U+0038	synthetic.bulk	压测条目
U+714B	U+0039	synthetic.bulk	压测条目
U+714C	U+0061	synthetic.bulk	压测条目
U+714D	U+0062	synthetic.bulk	压测条目
U+714E	U+0063	synthetic.bulk	压测条目
U+714F	U+0064	synthetic.bulk	压测条目
U+7150	U+0065	synthetic.bulk	压测条目
U+7151	U+0066	synthetic.bulk	压测条目
U+7152	U+0067	synthetic.bulk	压测条目
U+7153	U+0068	synthetic.bulk	压测条目
U+7154	U+0069	synthetic.bulk	压测条目
U+7155	U+006A	synthetic.bulk	压测条目
U+7156	U+006B	synthetic.bulk	压测条目
U+7157	U+006C	synthetic.bulk	压测条目
U+7158	U+006D	synthetic.bulk	压测条目
U+7159	U+006E	synthetic.bulk	压测条目
U+715A	U+006F	synthetic.bulk	压测条目
U+715B	U+0070	synthetic.bulk	压测条目
U+715C	U+0071	synthetic.bulk	压测条目
U+715D	U+0072	synthetic.bulk	压测条目
U+715E	U+0073	synthetic.bulk	压测条目
U+715F	U+0074	synthetic.bulk	压测条目
U+7160	U+0075	synthetic.bulk	压测条目
U+7161	U+0076	synthetic.bulk	压测条目
U+7162	U+0077	synthetic.bulk	压测条目
U+7163	U+0078	synthetic.bulk	压测条目
U+7164	U+0079	synthetic.bulk	压测条目
U+7165	U+007A	synthetic.bulk	压测条目
U+7166	U+0030	synthetic.bulk	压测条目
U+7167	U+0031	synthetic.bulk	压测条目
U+7168	U+0032	synthetic.bulk	压测条目
U+7169	U+0033	synthetic.bulk	压测条目
U+716A	U+0034	synthetic.bulk	压测条目
U+716B	U+0035	synthetic.bulk	压测条目
U+716C	U+0036	synthetic.bulk	压测条目
U+716D	U+0037	synthetic.bulk	压测条目
U+716E	U+0038	synthetic.bulk	压测条目
U+716F	U+0039	synthetic.bulk	压测条目
U+7170	U+0061	synthetic.bulk	压测条目
U+7171	U+0062	synthetic.bulk	压测条目
U+7172	U+0063	synthetic.bulk	压测条目
U+7173	U+0064	synthetic.bulk	压测条目
U+7174	U+0065	synthetic.bulk	压测条目
U+7175	U+0066	synthetic.bulk	压测条目
U+7176	U+0067	synthetic.bulk	压测条目
U+7177	U+0068	synthetic.bulk	压测条目
U+7178	U+0069	synthetic.bulk	压测条目
U+7179	U+006A	synthetic.bulk	压测条目
U+717A	U+006B	synthetic.bulk	压测条目
U+717B	U+006C	synthetic.bulk	压测条目
U+717C	U+006D	synthetic.bulk	压测条目
U+717D	U+006E	synthetic.bulk	压测条目
U+717E	U+006F	synthetic.bulk	压测条目
U+717F	U+0070	synthetic.bulk	压测条目
U+7180	U+0071	synthetic.bulk	压测条目
U+7181	U+0072	synthetic.bulk	压测条目
U+7182	U+0073	synthetic.bulk	压测条目
U+7183	U+0074	synthetic.bulk	压测条目
U+7184	U+0075	synthetic.bulk	压测条目
U+7185	U+0076	synthetic.bulk	压测条目
U+7186	U+0077	synthetic.bulk	压测条目
U+7187	U+0078	synthetic.bulk	压测条目
U+7188	U+0079	synthetic.bulk	压测条目
U+7189	U+007A	synthetic.bulk	压测条目
U+718A	U+0030	synthetic.bulk	压测条目
U+718B	U+0031	synthetic.bulk	压测条目
U+718C	U+0032	synthetic.bulk	压测条目
U+718D	U+0033	synthetic.bulk	压测条目
U+718E	U+0034	synthetic.bulk	压测条目
U+718F	U+0035	synthetic.bulk	压测条目
U+7190	U+0036	synthetic.bulk	压测条目
U+7191	U+0037	synthetic.bulk	压测条目
U+7192	U+0038	synthetic.bulk	压测条目
U+7193	U+0039	synthetic.bulk	压测条目
U+7194	U+0061	synthetic.bulk	压测条目
U+7195	U+0062	synthetic.bulk	压测条目
U+7196	U+0063	synthetic.bulk	压测条目
U+7197	U+0064	synthetic.bulk	压测条目
U+7198	U+0065	synthetic.bulk	压测条目
U+7199	U+0066	synthetic.bulk	压测条目
U+719A	U+0067	synthetic.bulk	压测条目
U+719B	U+0068	synthetic.bulk	压测条目
U+719C	U+0069	synthetic.bulk	压测条目
U+719D	U+006A	synthetic.bulk	压测条目
U+719E	U+006B	synthetic.bulk	压测条目
U+719F	U+006C	synthetic.bulk	压测条目
U+71A0	U+006D	synthetic.bulk	压测条目
U+71A1	U+006E	synthetic.bulk	压测条目
U+71A2	U+006F	synthetic.bulk	压测条目
U+71A3	U+0070	synthetic.bulk	压测条目
U+71A4	U+0071	synthetic.bulk	压测条目
U+71A5	U+0072	synthetic.bulk	压测条目
U+71A6	U+0073	synthetic.bulk	压测条目
U+71A7	U+0074	synthetic.bulk	压测条目
U+71A8	U+0075	synthetic.bulk	压测条目
U+71A9	U+0076	synthetic.bulk	压测条目
U+71AA	U+0077	synthetic.bulk	压测条目
U+71AB	U+0078	synthetic.bulk	压测条目
U+71AC	U+0079	synthetic.bulk	压测条目
U+71AD	U+007A	synthetic.bulk	压测条目
U+71AE	U+0030	synthetic.bulk	压测条目
U+71AF	U+0031	synthetic.bulk	压测条目
U+71B0	U+0032	synthetic.bulk	压测条目
U+71B1	U+0033	synthetic.bulk	压测条目
U+71B2	U+0034	synthetic.bulk	压测条目
U+71B3	U+0035	synthetic.bulk	压测条目
U+71B4	U+0036	synthetic.bulk	压测条目
U+71B5	U+0037	synthetic.bulk	压测条目
U+71B6	U+0038	synthetic.bulk	压测条目
U+71B7	U+0039	synthetic.bulk	压测条目
U+71B8	U+0061	synthetic.bulk	压测条目
U+71B9	U+0062	synthetic.bulk	压测条目
U+71BA	U+0063	synthetic.bulk	压测条目
U+71BB	U+0064	synthetic.bulk	压测条目
U+71BC	U+0065	synthetic.bulk	压测条目
U+71BD	U+0066	synthetic.bulk	压测条目
U+71BE	U+0067	synthetic.bulk	压测条目
U+71BF	U+0068	synthetic.bulk	压测条目
U+71C0	U+0069	synthetic.bulk	压测条目
U+71C1	U+006A	synthetic.bulk	压测条目
U+71C2	U+006B	synthetic.bulk	压测条目
U+71C3	U+006C	synthetic.bulk	压测条目
U+71C4	U+006D	synthetic.bulk	压测条目
U+71C5	U+006E	synthetic.bulk	压测条目
U+71C6	U+006F	synthetic.bulk	压测条目
U+71C7	U+0070	synthetic.bulk	压测条目
U+71C8	U+0071	synthetic.bulk	压测条目
U+71C9	U+0072	synthetic.bulk	压测条目
U+71CA	U+0073	synthetic.bulk	压测条目
U+71CB	U+0074	synthetic.bulk	压测条目
U+71CC	U+0075	synthetic.bulk	压测条目
U+71CD	U+0076	synthetic.bulk	压测条目
U+71CE	U+0077	synthetic.bulk	压测条目
U+71CF	U+0078	synthetic.bulk	压测条目
U+71D0	U+0079	synthetic.bulk	压测条目
U+71D1	U+007A	synthetic.bulk	压测条目
U+71D2	U+0030	synthetic.bulk	压测条目
U+71D3	U+0031	synthetic.bulk	压测条目
U+71D4	U+0032	synthetic.bulk	压测条目
U+71D5	U+0033	synthetic.bulk	压测条目
U+71D6	U+0034	synthetic.bulk	压测条目
U+71D7	U+0035	synthetic.bulk	压测条目
U+71D8	U+0036	synthetic.bulk	压测条目
U+71D9	U+0037	synthetic.bulk	压测条目
U+71DA	U+0038	synthetic.bulk	压测条目
U+71DB	U+0039	synthetic.bulk	压测条目
U+71DC	U+0061	synthetic.bulk	压测条目
U+71DD	U+0062	synthetic.bulk	压测条目
U+71DE	U+0063	synthetic.bulk	压测条目
U+71DF	U+0064	synthetic.bulk	压测条目
U+71E0	U+0065	synthetic.bulk	压测条目
U+71E1	U+0066	synthetic.bulk	压测条目
U+71E2	U+0067	synthetic.bulk	压测条目
U+71E3	U+0068	synthetic.bulk	压测条目
U+71E4	U+0069	synthetic.bulk	压测条目
U+71E5	U+006A	synthetic.bulk	压测条目
U+71E6	U+006B	synthetic.bulk	压测条目
U+71E7	U+006C	synthetic.bulk	压测条目
U+71E8	U+006D	synthetic.bulk	压测条目
U+71E9	U+006E	synthetic.bulk	压测条目
U+71EA	U+006F	synthetic.bulk	压测条目
U+71EB	U+0070	synthetic.bulk	压测条目
U+71EC	U+0071	synthetic.bulk	压测条目
U+71ED	U+0072	synthetic.bulk	压测条目
U+71EE	U+0073	synthetic.bulk	压测条目
U+71EF	U+0074	synthetic.bulk	压测条目
U+71F0	U+0075	synthetic.bulk	压测条目
U+71F1	U+0076	synthetic.bulk	压测条目
U+71F2	U+0077	synthetic.bulk	压测条目
U+71F3	U+0078	synthetic.bulk	压测条目
U+71F4	U+0079	synthetic.bulk	压测条目
U+71F5	U+007A	synthetic.bulk	压测条目
U+71F6	U+0030	synthetic.bulk	压测条目
U+71F7	U+0031	synthetic.bulk	压测条目
U+71F8	U+0032	synthetic.bulk	压测条目
U+71F9	U+0033	synthetic.bulk	压测条目
U+71FA	U+0034	synthetic.bulk	压测条目
U+71FB	U+0035	synthetic.bulk	压测条目
U+71FC	U+0036	synthetic.bulk	压测条目
U+71FD	U+0037	synthetic.bulk	压测条目
U+71FE	U+0038	synthetic.bulk	压测条目
U+71FF	U+0039	synthetic.bulk	压测条目
U+7200	U+0061	synthetic.bulk	压测条目
U+7201	U+0062	synthetic.bulk	压测条目
U+7202	U+0063	synthetic.bulk	压测条目
U+7203	U+0064	synthetic.bulk	压测条目
U+7204	U+0065	synthetic.bulk	压测条目
U+7205	U+0066	synthetic.bulk	压测条目
U+7206	U+0067	synthetic.bulk	压测条目
U+7207	U+0068	synthetic.bulk	压测条目
U+7208	U+0069	synthetic.bulk	压测条目
U+7209	U+006A	synthetic.bulk	压测条目
U+720A	U+006B	synthetic.bulk	压测条目
U+720B	U+006C	synthetic.bulk	压测条目
U+720C	U+006D	synthetic.bulk	压测条目
U+720D	U+006E	synthetic.bulk	压测条目
U+720E	U+006F	synthetic.bulk	压测条目
U+720F	U+0070	synthetic.bulk	压测条目
U+7210	U+0071	synthetic.bulk	压测条目
U+7211	U+0072	synthetic.bulk	压测条目
U+7212	U+0073	synthetic.bulk	压测条目
U+7213	U+0074	synthetic.bulk	压测条目
U+7214	U+0075	synthetic.bulk	压测条目
U+7215	U+0076	synthetic.bulk	压测条目
U+7216	U+0077	synthetic.bulk	压测条目
U+7217	U+0078	synthetic.bulk	压测条目
U+7218	U+0079	synthetic.bulk	压测条目
U+7219	U+007A	synthetic.bulk	压测条目
U+721A	U+0030	synthetic.bulk	压测条目
U+721B	U+0031	synthetic.bulk	压测条目
U+721C	U+0032	synthetic.bulk	压测条目
U+721D	U+0033	synthetic.bulk	压测条目
U+721E	U+0034	synthetic.bulk	压测条目
U+721F	U+0035	synthetic.bulk	压测条目
U+7220	U+0036	synthetic.bulk	压测条目
U+7221	U+0037	synthetic.bulk	压测条目
U+7222	U+0038	synthetic.bulk	压测条目
U+7223	U+0039	synthetic.bulk	压测条目
U+7224	U+0061	synthetic.bulk	压测条目
U+7225	U+0062	synthetic.bulk	压测条目
U+7226	U+0063	synthetic.bulk	压测条目
U+7227	U+0064	synthetic.bulk	压测条目
U+7228	U+0065	synthetic.bulk	压测条目
U+7229	U+0066	synthetic.bulk	压测条目
U+722A	U+0067	synthetic.bulk	压测条目
U+722B	U+0068	synthetic.bulk	压测条目
U+722C	U+0069	synthetic.bulk	压测条目
U+722D	U+006A	synthetic.bulk	压测条目
U+722E	U+006B	synthetic.bulk	压测条目
U+722F	U+006C	synthetic.bulk	压测条目
U+7230	U+006D	synthetic.bulk	压测条目
U+7231	U+006E	synthetic.bulk	压测条目
U+7232	U+006F	synthetic.bulk	压测条目
U+7233	U+0070	synthetic.bulk	压测条目
U+7234	U+0071	synthetic.bulk	压测条目
U+7235	U+0072	synthetic.bulk	压测条目
U+7236	U+0073	synthetic.bulk	压测条目
U+7237	U+0074	synthetic.bulk	压测条目
U+7238	U+0075	synthetic.bulk	压测条目
U+7239	U+0076	synthetic.bulk	压测条目
U+723A	U+0077	synthetic.bulk	压测条目
U+723B	U+0078	synthetic.bulk	压测条目
U+723C	U+0079	synthetic.bulk	压测条目
U+723D	U+007A	synthetic.bulk	压测条目
U+723E	U+0030	synthetic.bulk	压测条目
U+723F	U+0031	synthetic.bulk	压测条目
U+7240	U+0032	synthetic.bulk	压测条目
U+7241	U+0033	synthetic.bulk	压测条目
U+7242	U+0034	synthetic.bulk	压测条目
U+7243	U+0035	synthetic.bulk	压测条目
U+7244	U+0036	synthetic.bulk	压测条目
U+7245	U+0037	synthetic.bulk	压测条目
U+7246	U+0038	synthetic.bulk	压测条目
U+7247	U+0039	synthetic.bulk	压测条目
U+7248	U+0061	synthetic.bulk	压测条目
U+7249	U+0062	synthetic.bulk	压测条目
U+724A	U+0063	synthetic.bulk	压测条目
U+724B	U+0064	synthetic.bulk	压测条目
U+724C	U+0065	synthetic.bulk	压测条目
U+724D	U+0066	synthetic.bulk	压测条目
U+724E	U+0067	synthetic.bulk	压测条目
U+724F	U+0068	synthetic.bulk	压测条目
U+7250	U+0069	synthetic.bulk	压测条目
U+7251	U+006A	synthetic.bulk	压测条目
U+7252	U+006B	synthetic.bulk	压测条目
U+7253	U+006C	synthetic.bulk	压测条目
U+7254	U+006D	synthetic.bulk	压测条目
U+7255	U+006E	synthetic.bulk	压测条目
U+7256	U+006F	synthetic.bulk	压测条目
U+7257	U+0070	synthetic.bulk	压测条目
U+7258	U+0071	synthetic.bulk	压测条目
U+7259	U+0072	synthetic.bulk	压测条目
U+725A	U+0073	synthetic.bulk	压测条目
U+725B	U+0074	synthetic.bulk	压测条目
U+725C	U+0075	synthetic.bulk	压测条目
U+725D	U+0076	synthetic.bulk	压测条目
U+725E	U+0077	synthetic.bulk	压测条目
U+725F	U+0078	synthetic.bulk	压测条目
U+7260	U+0079	synthetic.bulk	压测条目
U+7261	U+007A	synthetic.bulk	压测条目
U+7262	U+0030	synthetic.bulk	压测条目
U+7263	U+0031	synthetic.bulk	压测条目
U+7264	U+0032	synthetic.bulk	压测条目
U+7265	U+0033	synthetic.bulk	压测条目
U+7266	U+0034	synthetic.bulk	压测条目
U+7267	U+0035	synthetic.bulk	压测条目
U+7268	U+0036	synthetic.bulk	压测条目
U+7269	U+0037	synthetic.bulk	压测条目
U+726A	U+0038	synthetic.bulk	压测条目
U+726B	U+0039	synthetic.bulk	压测条目
U+726C	U+0061	synthetic.bulk	压测条目
U+726D	U+0062	synthetic.bulk	压测条目
U+726E	U+0063	synthetic.bulk	压测条目
U+726F	U+0064	synthetic.bulk	压测条目
U+7270	U+0065	synthetic.bulk	压测条目
U+7271	U+0066	synthetic.bulk	压测条目
U+7272	U+0067	synthetic.bulk	压测条目
U+7273	U+0068	synthetic.bulk	压测条目
U+7274	U+0069	synthetic.bulk	压测条目
U+7275	U+006A	synthetic.bulk	压测条目
U+7276	U+006B	synthetic.bulk	压测条目
U+7277	U+006C	synthetic.bulk	压测条目
U+7278	U+006D	synthetic.bulk	压测条目
U+7279	U+006E	synthetic.bulk	压测条目
U+727A	U+006F	synthetic.bulk	压测条目
U+727B	U+0070	synthetic.bulk	压测条目
U+727C	U+0071	synthetic.bulk	压测条目
U+727D	U+0072	synthetic.bulk	压测条目
U+727E	U+0073	synthetic.bulk	压测条目
U+727F	U+0074	synthetic.bulk	压测条目
U+7280	U+0075	synthetic.bulk	压测条目
U+7281	U+0076	synthetic.bulk	压测条目
U+7282	U+0077	synthetic.bulk	压测条目
U+7283	U+0078	synthetic.bulk	压测条目
U+7284	U+0079	synthetic.bulk	压测条目
U+7285	U+007A	synthetic.bulk	压测条目
U+7286	U+0030	synthetic.bulk	压测条目
U+7287	U+0031	synthetic.bulk	压测条目
U+7288	U+0032	synthetic.bulk	压测条目
U+7289	U+0033	synthetic.bulk	压测条目
U+728A	U+0034	synthetic.bulk	压测条目
U+728B	U+0035	synthetic.bulk	压测条目
U+728C	U+0036	synthetic.bulk	压测条目
U+728D	U+0037	synthetic.bulk	压测条目
U+728E	U+0038	synthetic.bulk	压测条目
U+728F	U+0039	synthetic.bulk	压测条目
U+7290	U+0061	synthetic.bulk	压测条目
U+7291	U+0062	synthetic.bulk	压测条目
U+7292	U+0063	synthetic.bulk	压测条目
U+7293	U+0064	synthetic.bulk	压测条目
U+7294	U+0065	synthetic.bulk	压测条目
U+7295	U+0066	synthetic.bulk	压测条目
U+7296	U+0067	synthetic.bulk	压测条目
U+7297	U+0068	synthetic.bulk	压测条目
U+7298	U+0069	synthetic.bulk	压测条目
U+7299	U+006A	synthetic.bulk	压测条目
U+729A	U+006B	synthetic.bulk	压测条目
U+729B	U+006C	synthetic.bulk	压测条目
U+729C	U+006D	synthetic.bulk	压测条目
U+729D	U+006E	synthetic.bulk	压测条目
U+729E	U+006F	synthetic.bulk	压测条目
U+729F	U+0070	synthetic.bulk	压测条目
U+72A0	U+0071	synthetic.bulk	压测条目
U+72A1	U+0072	synthetic.bulk	压测条目
U+72A2	U+0073	synthetic.bulk	压测条目
U+72A3	U+0074	synthetic.bulk	压测条目
U+72A4	U+0075	synthetic.bulk	压测条目
U+72A5	U+0076	synthetic.bulk	压测条目
U+72A6	U+0077	synthetic.bulk	压测条目
U+72A7	U+0078	synthetic.bulk	压测条目
U+72A8	U+0079	synthetic.bulk	压测条目
U+72A9	U+007A	synthetic.bulk	压测条目
U+72AA	U+0030	synthetic.bulk	压测条目
U+72AB	U+0031	synthetic.bulk	压测条目
U+72AC	U+0032	synthetic.bulk	压测条目
U+72AD	U+0033	synthetic.bulk	压测条目
U+72AE	U+0034	synthetic.bulk	压测条目
U+72AF	U+0035	synthetic.bulk	压测条目
U+72B0	U+0036	synthetic.bulk	压测条目
U+72B1	U+0037	synthetic.bulk	压测条目
U+72B2	U+0038	synthetic.bulk	压测条目
U+72B3	U+0039	synthetic.bulk	压测条目
U+72B4	U+0061	synthetic.bulk	压测条目
U+72B5	U+0062	synthetic.bulk	压测条目
U+72B6	U+0063	synthetic.bulk	压测条目
U+72B7	U+0064	synthetic.bulk	压测条目
U+72B8	U+0065	synthetic.bulk	压测条目
U+72B9	U+0066	synthetic.bulk	压测条目
U+72BA	U+0067	synthetic.bulk	压测条目
U+72BB	U+0068	synthetic.bulk	压测条目
U+72BC	U+0069	synthetic.bulk	压测条目
U+72BD	U+006A	synthetic.bulk	压测条目
U+72BE	U+006B	synthetic.bulk	压测条目
U+72BF	U+006C	synthetic.bulk	压测条目
U+72C0	U+006D	synthetic.bulk	压测条目
U+72C1	U+006E	synthetic.bulk	压测条目
U+72C2	U+006F	synthetic.bulk	压测条目
U+72C3	U+0070	synthetic.bulk	压测条目
U+72C4	U+0071	synthetic.bulk	压测条目
U+72C5	U+0072	synthetic.bulk	压测条目
U+72C6	U+0073	synthetic.bulk	压测条目
U+72C7	U+0074	synthetic.bulk	压测条目
U+72C8	U+0075	synthetic.bulk	压测条目
U+72C9	U+0076	synthetic.bulk	压测条目
U+72CA	U+0077	synthetic.bulk	压测条目
U+72CB	U+0078	synthetic.bulk	压测条目
U+72CC	U+0079	synthetic.bulk	压测条目
U+72CD	U+007A	synthetic.bulk	压测条目
U+72CE	U+0030	synthetic.bulk	压测条目
U+72CF	U+0031	synthetic.bulk	压测条目
U+72D0	U+0032	synthetic.bulk	压测条目
U+72D1	U+0033	synthetic.bulk	压测条目
U+72D2	U+0034	synthetic.bulk	压测条目
U+72D3	U+0035	synthetic.bulk	压测条目
U+72D4	U+0036	synthetic.bulk	压测条目
U+72D5	U+0037	synthetic.bulk	压测条目
U+72D6	U+0038	synthetic.bulk	压测条目
U+72D7	U+0039	synthetic.bulk	压测条目
U+72D8	U+0061	synthetic.bulk	压测条目
U+72D9	U+0062	synthetic.bulk	压测条目
U+72DA	U+0063	synthetic.bulk	压测条目
U+72DB	U+0064	synthetic.bulk	压测条目
U+72DC	U+0065	synthetic.bulk	压测条目
U+72DD	U+0066	synthetic.bulk	压测条目
U+72DE	U+0067	synthetic.bulk	压测条目
U+72DF	U+0068	synthetic.bulk	压测条目
U+72E0	U+0069	synthetic.bulk	压测条目
U+72E1	U+006A	synthetic.bulk	压测条目
U+72E2	U+006B	synthetic.bulk	压测条目
U+72E3	U+006C	synthetic.bulk	压测条目
U+72E4	U+006D	synthetic.bulk	压测条目
U+72E5	U+006E	synthetic.bulk	压测条目
U+72E6	U+006F	synthetic.bulk	压测条目
U+72E7	U+0070	synthetic.bulk	压测条目
U+72E8	U+0071	synthetic.bulk	压测条目
U+72E9	U+0072	synthetic.bulk	压测条目
U+72EA	U+0073	synthetic.bulk	压测条目
U+72EB	U+0074	synthetic.bulk	压测条目
U+72EC	U+0075	synthetic.bulk	压测条目
U+72ED	U+0076	synthetic.bulk	压测条目
U+72EE	U+0077	synthetic.bulk	压测条目
U+72EF	U+0078	synthetic.bulk	压测条目
U+72F0	U+0079	synthetic.bulk	压测条目
U+72F1	U+007A	synthetic.bulk	压测条目
U+72F2	U+0030	synthetic.bulk	压测条目
U+72F3	U+0031	synthetic.bulk	压测条目
U+72F4	U+0032	synthetic.bulk	压测条目
U+72F5	U+0033	synthetic.bulk	压测条目
U+72F6	U+0034	synthetic.bulk	压测条目
U+72F7	U+0035	synthetic.bulk	压测条目
